ride_id,user_id,start_station,start_ts,weekday,is_weekend,is_holiday,month,planned_duration_min,weather,temp_bucket,wind_bucket,event_nearby,station_congestion_base,network_congestion_index,user_tardiness_propensity,late_return
R12126,U2354,S1,2024-04-24 08:33:00,2,0,0,4,40,sun,cold,calm,0,0.818,1.0,0.198,0
R12127,U2949,S1,2024-01-23 18:58:00,1,0,0,1,26,rain,cold,breezy,0,0.818,1.0,0.208,0
R12128,U1950,S1,2024-02-26 07:06:00,0,0,0,2,51,sun,cold,breezy,0,0.818,0.975,0.074,0
R12129,U1338,S2,2024-02-28 09:49:00,2,0,0,2,41,sun,cold,calm,0,0.238,1.0,0.041,0
R12130,U1269,S1,2024-02-02 18:26:00,4,0,0,2,51,sun,mild,breezy,0,0.818,1.0,0.1,1
R12131,U2550,S4,2024-05-20 19:56:00,0,0,0,5,22,sun,mild,calm,0,0.106,1.0,0.013,0
R12132,U1482,S3,2024-06-22 21:39:00,5,1,0,6,45,sun,warm,calm,0,0.178,1.0,0.057,0
R12133,U2909,S2,2024-06-22 13:36:00,5,1,0,6,17,sun,mild,calm,1,0.238,1.0,0.033,1
R12134,U1285,S2,2024-02-05 16:58:00,0,0,0,2,58,clouds,cold,calm,0,0.238,1.0,0.035,0
R12135,U1593,S2,2024-03-21 13:44:00,3,0,0,3,23,rain,mild,calm,0,0.238,1.0,0.114,1
R12136,U1023,S1,2024-02-11 09:30:00,6,1,0,2,25,rain,cold,calm,0,0.818,1.0,0.025,0
R12137,U1954,S1,2024-01-12 11:19:00,4,0,0,1,24,clouds,cold,breezy,0,0.818,0.989,0.105,1
R12138,U2640,S5,2024-04-21 19:13:00,6,1,0,4,25,sun,mild,calm,0,0.0,1.0,0.047,0
R12139,U1787,S1,2024-06-03 14:14:00,0,0,0,6,21,sun,warm,calm,0,0.818,0.971,0.012,0
R12140,U2898,S2,2024-01-14 17:41:00,6,1,0,1,28,sun,cold,calm,0,0.238,1.0,0.132,0
R12141,U2556,S2,2024-04-25 13:14:00,3,0,0,4,35,sun,cold,calm,0,0.238,1.0,0.048,0
R12142,U2716,S1,2024-01-07 20:18:00,6,1,0,1,23,clouds,cold,windy,0,0.818,1.0,0.062,0
R12143,U1633,S1,2024-05-31 08:41:00,4,0,0,5,11,sun,mild,breezy,0,0.818,1.0,0.29,0
R12144,U2804,S1,2024-01-12 15:16:00,4,0,0,1,29,sun,cold,breezy,0,0.818,1.0,0.087,0
R12145,U1901,S3,2024-03-19 23:48:00,1,0,0,3,69,sun,cold,windy,0,0.178,1.0,0.269,1
R12146,U1036,S1,2024-01-23 16:38:00,1,0,0,1,27,rain,mild,calm,0,0.818,1.0,0.108,1
R12147,U1286,S2,2024-03-15 16:02:00,4,0,0,3,53,clouds,warm,calm,0,0.238,1.0,0.176,0
R12148,U2804,S1,2024-03-18 18:03:00,0,0,0,3,70,rain,cold,calm,0,0.818,1.0,0.087,0
R12149,U2903,S1,2024-04-07 09:40:00,6,1,0,4,37,wind,mild,calm,0,0.818,0.977,0.018,0
R12150,U1998,S2,2024-05-29 18:23:00,2,0,0,5,26,sun,cold,calm,0,0.238,1.0,0.011,1
R12151,U1162,S1,2024-06-28 18:12:00,4,0,0,6,46,clouds,warm,calm,0,0.818,1.0,0.005,0
R12152,U1281,S1,2024-03-02 10:22:00,5,1,0,3,19,sun,mild,breezy,0,0.818,0.995,0.036,1
R12153,U1561,S3,2024-06-15 11:07:00,5,1,0,6,30,clouds,warm,calm,0,0.178,1.0,0.086,1
R12154,U2906,S1,2024-03-17 07:09:00,6,1,0,3,18,sun,mild,calm,0,0.818,0.961,0.024,1
R12155,U1859,S4,2024-01-22 09:49:00,0,0,0,1,23,rain,cold,calm,0,0.106,0.964,0.232,0
R12156,U2056,S2,2024-04-18 22:36:00,3,0,0,4,29,clouds,warm,calm,0,0.238,1.0,0.103,1
R12157,U2183,S1,2024-05-10 23:59:00,4,0,0,5,27,sun,cold,calm,0,0.818,1.0,0.067,0
R12158,U2458,S2,2024-02-24 17:46:00,5,1,0,2,39,sun,mild,calm,0,0.238,1.0,0.037,1
R12159,U1175,S1,2024-04-16 10:01:00,1,0,0,4,25,sun,mild,calm,0,0.818,0.984,0.016,0
R12160,U2070,S1,2024-03-18 11:18:00,0,0,0,3,27,wind,warm,breezy,0,0.818,1.0,0.153,0
R12161,U2658,S5,2024-01-27 09:48:00,5,1,0,1,26,clouds,cold,calm,0,0.0,0.989,0.008,0
R12162,U2257,S2,2024-03-10 13:22:00,6,1,0,3,54,sun,mild,calm,0,0.238,1.0,0.1,0
R12163,U2495,S1,2024-03-17 19:27:00,6,1,0,3,39,rain,mild,calm,0,0.818,1.0,0.007,1
R12164,U2022,S1,2024-03-02 19:22:00,5,1,0,3,39,clouds,mild,breezy,0,0.818,1.0,0.042,0
R12165,U1451,S1,2024-06-13 13:16:00,3,0,0,6,29,sun,warm,calm,0,0.818,1.0,0.032,0
R12166,U2842,S4,2024-03-10 07:34:00,6,1,0,3,45,clouds,mild,calm,0,0.106,0.939,0.013,1
R12167,U2843,S2,2024-04-22 20:04:00,0,0,0,4,37,sun,warm,calm,0,0.238,1.0,0.126,0
R12168,U2203,S1,2024-01-03 06:46:00,2,0,0,1,24,sun,cold,calm,0,0.818,1.0,0.128,1
R12169,U1026,S3,2024-02-26 11:05:00,0,0,0,2,39,clouds,cold,breezy,0,0.178,0.964,0.004,0
R12170,U1878,S3,2024-06-08 10:08:00,5,1,0,6,18,sun,mild,calm,0,0.178,0.999,0.035,0
R12171,U2293,S1,2024-06-09 11:42:00,6,1,0,6,28,sun,warm,calm,0,0.818,1.0,0.029,0
R12172,U2191,S5,2024-06-24 17:00:00,0,0,0,6,35,sun,warm,calm,0,0.0,1.0,0.081,1
R12173,U2380,S2,2024-01-11 19:21:00,3,0,0,1,16,clouds,cold,breezy,0,0.238,1.0,0.054,0
R12174,U2323,S1,2024-06-04 18:44:00,1,0,0,6,18,sun,warm,breezy,0,0.818,1.0,0.247,1
R12175,U2894,S2,2024-02-18 10:18:00,6,1,0,2,43,sun,cold,calm,1,0.238,0.984,0.087,0
R12176,U2805,S2,2024-01-02 21:20:00,1,0,0,1,39,sun,cold,calm,0,0.238,1.0,0.089,0
R12177,U2301,S5,2024-01-17 18:57:00,2,0,0,1,18,sun,cold,calm,0,0.0,1.0,0.07,0
R12178,U1229,S5,2024-05-15 19:31:00,2,0,0,5,20,sun,mild,calm,0,0.0,1.0,0.081,0
R12179,U2325,S1,2024-04-16 07:23:00,1,0,0,4,21,rain,mild,calm,0,0.818,0.986,0.139,1
R12180,U2058,S5,2024-04-13 22:39:00,5,1,0,4,20,clouds,mild,breezy,0,0.0,1.0,0.238,0
R12181,U1689,S1,2024-06-07 19:32:00,4,0,0,6,28,sun,warm,breezy,0,0.818,1.0,0.072,1
R12182,U2118,S1,2024-01-17 18:59:00,2,0,0,1,14,sun,cold,calm,0,0.818,1.0,0.016,0
R12183,U2906,S1,2024-01-15 09:15:00,0,0,0,1,26,sun,cold,breezy,0,0.818,0.964,0.024,0
R12184,U1163,S5,2024-06-16 07:45:00,6,1,0,6,39,sun,warm,calm,0,0.0,1.0,0.079,1
R12185,U2732,S3,2024-04-19 20:28:00,4,0,0,4,27,sun,mild,breezy,0,0.178,1.0,0.071,0
R12186,U2340,S1,2024-05-19 13:19:00,6,1,0,5,31,sun,warm,breezy,0,0.818,1.0,0.03,1
R12187,U2488,S1,2024-04-04 17:22:00,3,0,0,4,47,sun,mild,breezy,0,0.818,1.0,0.114,0
R12188,U2074,S1,2024-01-27 18:11:00,5,1,0,1,16,sun,mild,calm,0,0.818,1.0,0.189,0
R12189,U1266,S2,2024-04-04 17:46:00,3,0,0,4,27,sun,warm,calm,0,0.238,0.928,0.06,0
R12190,U2559,S3,2024-06-22 12:32:00,5,1,0,6,25,clouds,cold,windy,0,0.178,1.0,0.05,0
R12191,U1645,S1,2024-01-22 20:42:00,0,0,0,1,37,rain,cold,breezy,0,0.818,1.0,0.154,1
R12192,U1925,S5,2024-01-23 06:30:00,1,0,0,1,22,sun,cold,calm,0,0.0,1.0,0.243,0
R12193,U1884,S4,2024-03-03 17:53:00,6,1,0,3,23,clouds,warm,breezy,0,0.106,0.996,0.098,0
R12194,U2230,S2,2024-03-22 13:07:00,4,0,0,3,30,sun,mild,calm,0,0.238,1.0,0.174,0
R12195,U2338,S1,2024-04-23 06:23:00,1,0,0,4,29,sun,warm,calm,0,0.818,1.0,0.184,1
R12196,U1902,S1,2024-01-29 13:27:00,0,0,0,1,25,rain,mild,calm,0,0.818,0.998,0.009,1
R12197,U1454,S5,2024-06-17 19:57:00,0,0,0,6,40,sun,mild,calm,0,0.0,1.0,0.054,1
R12198,U1413,S3,2024-01-28 19:57:00,6,1,0,1,20,clouds,cold,calm,1,0.178,1.0,0.079,0
R12199,U2231,S2,2024-02-06 08:36:00,1,0,0,2,17,sun,cold,breezy,1,0.238,1.0,0.167,0
R12200,U1482,S2,2024-06-23 10:32:00,6,1,0,6,26,sun,warm,windy,0,0.238,1.0,0.057,0
R12201,U2372,S1,2024-03-08 17:09:00,4,0,0,3,29,sun,warm,calm,0,0.818,1.0,0.027,0
R12202,U2778,S3,2024-04-12 09:59:00,4,0,0,4,21,sun,cold,breezy,0,0.178,0.956,0.078,0
R12203,U1196,S3,2024-03-19 11:22:00,1,0,0,3,50,sun,mild,breezy,0,0.178,0.989,0.069,0
R12204,U1747,S2,2024-02-16 18:11:00,4,0,0,2,38,rain,cold,calm,0,0.238,1.0,0.103,0
R12205,U1990,S5,2024-04-01 12:01:00,0,0,1,4,56,sun,warm,breezy,0,0.0,1.0,0.03,0
R12206,U2729,S5,2024-05-19 07:34:00,6,1,0,5,21,rain,mild,windy,0,0.0,1.0,0.037,1
R12207,U1215,S1,2024-01-03 12:07:00,2,0,0,1,22,snow,warm,windy,0,0.818,0.994,0.046,0
R12208,U1627,S1,2024-06-06 18:05:00,3,0,0,6,15,sun,warm,breezy,0,0.818,1.0,0.109,1
R12209,U1385,S5,2024-02-03 16:13:00,5,1,0,2,32,rain,mild,windy,0,0.0,1.0,0.054,1
R12210,U2143,S2,2024-06-14 09:44:00,4,0,0,6,20,sun,warm,breezy,0,0.238,0.978,0.257,0
R12211,U1216,S3,2024-06-22 13:38:00,5,1,0,6,44,clouds,warm,calm,0,0.178,0.95,0.033,1
R12212,U2770,S3,2024-06-16 11:17:00,6,1,0,6,22,sun,mild,breezy,0,0.178,1.0,0.036,1
R12213,U2476,S4,2024-04-27 12:56:00,5,1,0,4,35,clouds,warm,calm,0,0.106,0.985,0.148,1
R12214,U1917,S1,2024-06-12 09:57:00,2,0,0,6,39,sun,warm,calm,0,0.818,0.993,0.046,0
R12215,U1252,S2,2024-06-03 07:07:00,0,0,0,6,26,sun,mild,calm,0,0.238,1.0,0.018,0
R12216,U1874,S1,2024-04-25 19:01:00,3,0,0,4,38,clouds,cold,breezy,0,0.818,1.0,0.17,0
R12217,U2616,S1,2024-06-09 08:57:00,6,1,0,6,25,clouds,warm,calm,0,0.818,1.0,0.094,0
R12218,U2738,S1,2024-03-02 23:33:00,5,1,0,3,18,rain,mild,calm,0,0.818,1.0,0.037,0
R12219,U2353,S1,2024-05-30 22:48:00,3,0,0,5,36,rain,mild,breezy,0,0.818,1.0,0.26,1
R12220,U2528,S1,2024-06-15 11:42:00,5,1,0,6,46,sun,mild,calm,0,0.818,1.0,0.047,0
R12221,U1564,S1,2024-04-24 18:51:00,2,0,0,4,13,clouds,cold,breezy,0,0.818,1.0,0.15,0
R12222,U1407,S2,2024-01-23 18:25:00,1,0,0,1,13,wind,mild,calm,0,0.238,1.0,0.0,0
R12223,U1061,S2,2024-02-08 10:27:00,3,0,0,2,29,rain,cold,calm,0,0.238,0.902,0.364,0
R12224,U1165,S3,2024-01-31 14:57:00,2,0,0,1,28,rain,cold,breezy,0,0.178,0.994,0.049,1
R12225,U2959,S3,2024-04-05 21:39:00,4,0,0,4,14,sun,warm,calm,0,0.178,1.0,0.161,0
R12226,U1090,S3,2024-03-19 08:17:00,1,0,0,3,48,wind,mild,calm,0,0.178,1.0,0.054,0
R12227,U2317,S1,2024-05-28 17:26:00,1,0,0,5,32,sun,warm,calm,1,0.818,1.0,0.109,0
R12228,U1591,S4,2024-02-21 17:01:00,2,0,0,2,49,sun,cold,calm,0,0.106,1.0,0.026,0
R12229,U1711,S2,2024-01-30 05:59:00,1,0,0,1,28,rain,cold,calm,0,0.238,1.0,0.111,1
R12230,U2247,S2,2024-04-20 20:41:00,5,1,0,4,21,sun,mild,windy,0,0.238,1.0,0.111,0
R12231,U2971,S3,2024-01-26 21:30:00,4,0,0,1,27,sun,cold,breezy,1,0.178,1.0,0.214,1
R12232,U2938,S1,2024-06-11 08:30:00,1,0,0,6,23,clouds,mild,calm,0,0.818,0.948,0.018,0
R12233,U1097,S1,2024-01-15 11:59:00,0,0,0,1,28,rain,cold,breezy,0,0.818,1.0,0.109,0
R12234,U1046,S1,2024-03-29 07:36:00,4,0,0,3,20,rain,mild,breezy,0,0.818,0.991,0.006,1
R12235,U2623,S1,2024-06-19 18:10:00,2,0,0,6,25,sun,warm,calm,0,0.818,1.0,0.249,0
R12236,U1576,S1,2024-04-09 18:33:00,1,0,0,4,38,rain,mild,calm,0,0.818,1.0,0.101,1
R12237,U1755,S1,2024-05-25 18:02:00,5,1,0,5,27,sun,mild,calm,0,0.818,1.0,0.045,0
R12238,U2429,S3,2024-03-17 17:43:00,6,1,0,3,23,rain,mild,windy,0,0.178,1.0,0.074,1
R12239,U1398,S1,2024-05-15 23:42:00,2,0,0,5,29,clouds,mild,breezy,0,0.818,1.0,0.043,1
R12240,U2852,S4,2024-05-07 08:28:00,1,0,0,5,17,sun,mild,calm,0,0.106,1.0,0.068,0
R12241,U1372,S1,2024-04-02 18:47:00,1,0,0,4,28,sun,cold,calm,0,0.818,1.0,0.148,0
R12242,U2360,S2,2024-01-19 11:04:00,4,0,0,1,29,wind,cold,calm,0,0.238,1.0,0.114,0
R12243,U1236,S1,2024-06-23 08:05:00,6,1,0,6,14,sun,warm,breezy,0,0.818,1.0,0.004,0
R12244,U2917,S3,2024-01-09 09:03:00,1,0,0,1,33,sun,cold,windy,0,0.178,0.954,0.163,0
R12245,U2559,S2,2024-03-05 13:30:00,1,0,0,3,14,clouds,mild,calm,0,0.238,0.952,0.05,0
R12246,U1110,S1,2024-04-25 18:01:00,3,0,0,4,33,sun,mild,calm,0,0.818,1.0,0.034,1
R12247,U1042,S1,2024-05-18 11:14:00,5,1,0,5,30,sun,mild,calm,0,0.818,1.0,0.061,0
R12248,U2184,S1,2024-04-06 19:57:00,5,1,0,4,32,rain,mild,calm,0,0.818,1.0,0.031,0
R12249,U1163,S3,2024-03-13 08:11:00,2,0,0,3,21,sun,mild,calm,0,0.178,0.987,0.079,0
R12250,U2278,S1,2024-03-14 09:57:00,3,0,0,3,24,clouds,mild,calm,0,0.818,0.984,0.046,0
R12251,U1167,S5,2024-06-24 21:47:00,0,0,0,6,35,sun,warm,calm,0,0.0,1.0,0.221,0
R12252,U2983,S1,2024-03-01 18:23:00,4,0,0,3,29,sun,mild,breezy,0,0.818,1.0,0.094,0
R12253,U1332,S1,2024-06-02 13:43:00,6,1,0,6,43,sun,warm,breezy,1,0.818,1.0,0.222,0
R12254,U2951,S5,2024-01-10 07:40:00,2,0,0,1,28,sun,cold,calm,0,0.0,0.968,0.027,0
R12255,U2380,S1,2024-04-28 10:37:00,6,1,0,4,28,clouds,mild,windy,0,0.818,1.0,0.054,1
R12256,U1081,S1,2024-05-02 23:03:00,3,0,0,5,16,wind,warm,calm,0,0.818,1.0,0.061,0
R12257,U1303,S1,2024-05-01 08:03:00,2,0,1,5,43,rain,mild,calm,0,0.818,1.0,0.143,1
R12258,U2894,S4,2024-03-16 08:42:00,5,1,0,3,42,sun,mild,calm,0,0.106,1.0,0.087,1
R12259,U1848,S2,2024-05-04 18:22:00,5,1,0,5,41,sun,warm,calm,0,0.238,1.0,0.062,1
R12260,U1535,S5,2024-03-21 22:27:00,3,0,0,3,39,rain,warm,calm,0,0.0,1.0,0.061,0
R12261,U2785,S1,2024-04-16 09:39:00,1,0,0,4,17,rain,warm,calm,0,0.818,1.0,0.049,0
R12262,U2256,S1,2024-06-09 17:29:00,6,1,0,6,53,clouds,mild,calm,0,0.818,0.999,0.077,0
R12263,U1997,S2,2024-05-01 11:21:00,2,0,1,5,39,sun,cold,calm,0,0.238,0.981,0.034,0
R12264,U1307,S5,2024-05-12 18:06:00,6,1,0,5,34,rain,cold,calm,0,0.0,1.0,0.023,1
R12265,U2666,S2,2024-06-23 08:58:00,6,1,0,6,18,sun,cold,windy,0,0.238,0.982,0.022,0
R12266,U2920,S2,2024-02-09 18:23:00,4,0,0,2,30,sun,mild,calm,0,0.238,1.0,0.037,0
R12267,U1159,S1,2024-04-15 19:47:00,0,0,0,4,68,wind,mild,calm,0,0.818,1.0,0.07,1
R12268,U1586,S2,2024-04-28 23:10:00,6,1,0,4,25,clouds,mild,calm,0,0.238,1.0,0.041,0
R12269,U1815,S1,2024-05-05 19:19:00,6,1,0,5,48,clouds,mild,windy,0,0.818,1.0,0.121,1
R12270,U1690,S1,2024-01-24 18:00:00,2,0,0,1,20,clouds,mild,calm,0,0.818,1.0,0.133,0
R12271,U1163,S1,2024-05-16 18:03:00,3,0,0,5,31,sun,warm,calm,0,0.818,1.0,0.079,0
R12272,U1360,S1,2024-02-04 18:24:00,6,1,0,2,15,sun,cold,calm,1,0.818,1.0,0.05,1
R12273,U2678,S4,2024-03-14 07:19:00,3,0,0,3,49,sun,mild,calm,0,0.106,1.0,0.074,0
R12274,U1820,S4,2024-05-08 17:06:00,2,0,0,5,34,sun,cold,calm,0,0.106,0.986,0.17,1
R12275,U2919,S1,2024-02-17 13:13:00,5,1,0,2,22,clouds,cold,breezy,0,0.818,1.0,0.027,1
R12276,U1756,S1,2024-01-23 20:11:00,1,0,0,1,43,sun,cold,breezy,0,0.818,1.0,0.08,1
R12277,U1336,S1,2024-05-01 17:45:00,2,0,1,5,46,rain,mild,breezy,0,0.818,1.0,0.104,0
R12278,U1804,S1,2024-02-20 19:18:00,1,0,0,2,36,rain,cold,calm,0,0.818,1.0,0.051,0
R12279,U2366,S2,2024-05-28 16:19:00,1,0,0,5,21,rain,cold,calm,0,0.238,0.973,0.147,1
R12280,U2526,S4,2024-06-10 20:27:00,0,0,0,6,18,clouds,mild,calm,0,0.106,1.0,0.219,1
R12281,U1311,S4,2024-03-03 18:11:00,6,1,0,3,37,sun,warm,calm,1,0.106,1.0,0.2,0
R12282,U1713,S1,2024-05-12 21:14:00,6,1,0,5,28,clouds,mild,calm,0,0.818,1.0,0.043,0
R12283,U2444,S1,2024-02-10 11:12:00,5,1,0,2,27,sun,cold,breezy,0,0.818,1.0,0.23,1
R12284,U2727,S1,2024-06-16 17:57:00,6,1,0,6,32,sun,warm,calm,0,0.818,1.0,0.16,1
R12285,U1360,S2,2024-02-14 18:36:00,2,0,0,2,25,rain,cold,windy,0,0.238,1.0,0.05,1
R12286,U1688,S1,2024-06-07 19:55:00,4,0,0,6,25,sun,warm,calm,0,0.818,1.0,0.074,1
R12287,U2105,S1,2024-05-21 09:51:00,1,0,0,5,41,rain,mild,breezy,0,0.818,1.0,0.35,0
R12288,U2201,S1,2024-02-26 13:14:00,0,0,0,2,14,clouds,cold,breezy,0,0.818,0.981,0.028,0
R12289,U1984,S1,2024-05-28 18:02:00,1,0,0,5,37,rain,cold,breezy,0,0.818,1.0,0.029,0
R12290,U2336,S4,2024-04-23 23:26:00,1,0,0,4,15,clouds,warm,calm,0,0.106,1.0,0.038,0
R12291,U1782,S4,2024-04-30 10:21:00,1,0,0,4,33,wind,mild,calm,0,0.106,1.0,0.112,0
R12292,U1709,S2,2024-03-09 23:36:00,5,1,0,3,33,rain,mild,calm,0,0.238,1.0,0.005,1
R12293,U1903,S2,2024-02-12 07:09:00,0,0,0,2,38,sun,cold,calm,0,0.238,0.95,0.068,0
R12294,U2636,S4,2024-05-05 22:11:00,6,1,0,5,34,clouds,mild,calm,1,0.106,1.0,0.043,1
R12295,U2497,S1,2024-01-10 20:12:00,2,0,0,1,33,rain,mild,breezy,0,0.818,1.0,0.13,0
R12296,U1618,S1,2024-03-03 19:37:00,6,1,0,3,13,sun,mild,calm,0,0.818,1.0,0.127,1
R12297,U1559,S1,2024-01-26 20:10:00,4,0,0,1,80,clouds,cold,calm,0,0.818,1.0,0.07,1
R12298,U2074,S2,2024-01-01 19:25:00,0,0,1,1,14,clouds,cold,calm,0,0.238,1.0,0.189,0
R12299,U1120,S1,2024-01-02 12:15:00,1,0,0,1,60,sun,cold,windy,0,0.818,1.0,0.066,0
R12300,U2582,S1,2024-01-17 19:01:00,2,0,0,1,43,sun,cold,windy,0,0.818,1.0,0.012,0
R12301,U2685,S3,2024-06-18 08:10:00,1,0,0,6,14,sun,warm,breezy,0,0.178,1.0,0.079,0
R12302,U1560,S1,2024-05-18 09:15:00,5,1,0,5,34,clouds,mild,calm,1,0.818,0.99,0.196,0
R12303,U1051,S4,2024-06-27 09:48:00,3,0,0,6,29,sun,mild,calm,0,0.106,0.972,0.018,0
R12304,U1880,S1,2024-01-16 19:10:00,1,0,0,1,59,sun,cold,calm,0,0.818,1.0,0.047,0
R12305,U1329,S5,2024-06-28 18:34:00,4,0,0,6,35,sun,warm,breezy,0,0.0,1.0,0.005,0
R12306,U2435,S5,2024-04-17 18:49:00,2,0,0,4,36,sun,mild,calm,0,0.0,1.0,0.333,0
R12307,U2159,S2,2024-05-22 17:58:00,2,0,0,5,28,clouds,cold,calm,0,0.238,1.0,0.119,1
R12308,U1908,S1,2024-06-03 17:29:00,0,0,0,6,20,rain,mild,breezy,0,0.818,1.0,0.069,0
R12309,U2611,S2,2024-02-17 18:02:00,5,1,0,2,28,sun,mild,breezy,0,0.238,1.0,0.125,0
R12310,U1764,S1,2024-05-13 22:10:00,0,0,0,5,29,sun,mild,calm,0,0.818,1.0,0.038,1
R12311,U1485,S1,2024-04-26 08:32:00,4,0,0,4,45,sun,mild,calm,0,0.818,1.0,0.049,0
R12312,U1662,S4,2024-03-15 17:34:00,4,0,0,3,22,clouds,mild,calm,0,0.106,1.0,0.067,0
R12313,U2494,S1,2024-03-29 08:58:00,4,0,0,3,17,sun,cold,calm,0,0.818,1.0,0.007,0
R12314,U2700,S1,2024-02-07 09:26:00,2,0,0,2,26,sun,cold,windy,0,0.818,0.982,0.053,1
R12315,U2638,S1,2024-02-03 08:26:00,5,1,0,2,24,rain,cold,calm,0,0.818,0.972,0.204,0
R12316,U1125,S1,2024-06-15 08:25:00,5,1,0,6,40,sun,warm,calm,0,0.818,0.956,0.006,1
R12317,U1095,S4,2024-05-11 22:16:00,5,1,0,5,36,sun,cold,calm,0,0.106,1.0,0.029,0
R12318,U1784,S4,2024-04-11 13:12:00,3,0,0,4,29,rain,mild,calm,0,0.106,1.0,0.12,1
R12319,U2118,S4,2024-05-04 22:56:00,5,1,0,5,24,clouds,cold,calm,0,0.106,1.0,0.016,1
R12320,U1731,S4,2024-03-13 11:38:00,2,0,0,3,28,sun,mild,windy,0,0.106,1.0,0.011,1
R12321,U2351,S2,2024-02-14 17:51:00,2,0,0,2,34,sun,cold,calm,0,0.238,1.0,0.032,0
R12322,U2202,S1,2024-06-18 11:49:00,1,0,0,6,17,sun,warm,calm,0,0.818,0.979,0.001,0
R12323,U2259,S5,2024-06-27 21:52:00,3,0,0,6,29,wind,mild,calm,0,0.0,1.0,0.036,0
R12324,U2803,S3,2024-02-08 09:29:00,3,0,0,2,33,clouds,mild,breezy,0,0.178,1.0,0.196,0
R12325,U2518,S1,2024-05-24 20:17:00,4,0,0,5,27,wind,warm,calm,1,0.818,1.0,0.05,1
R12326,U2429,S1,2024-03-20 22:08:00,2,0,0,3,42,clouds,warm,calm,0,0.818,1.0,0.074,0
R12327,U1169,S1,2024-05-07 17:49:00,1,0,0,5,33,sun,cold,breezy,0,0.818,0.972,0.087,0
R12328,U2226,S4,2024-01-20 17:15:00,5,1,0,1,34,snow,cold,calm,0,0.106,1.0,0.042,0
R12329,U1601,S4,2024-03-27 10:50:00,2,0,0,3,35,sun,cold,calm,0,0.106,0.993,0.015,1
R12330,U2652,S1,2024-01-23 13:18:00,1,0,0,1,22,sun,cold,windy,0,0.818,0.993,0.016,0
R12331,U2562,S1,2024-05-26 07:08:00,6,1,0,5,34,rain,cold,calm,0,0.818,1.0,0.179,1
R12332,U2494,S1,2024-03-12 12:52:00,1,0,0,3,46,rain,warm,calm,0,0.818,1.0,0.007,0
R12333,U2942,S4,2024-02-17 09:21:00,5,1,0,2,51,sun,cold,calm,0,0.106,0.98,0.025,0
R12334,U2254,S1,2024-05-05 18:37:00,6,1,0,5,34,clouds,cold,calm,0,0.818,1.0,0.019,0
R12335,U1024,S1,2024-06-20 23:24:00,3,0,0,6,35,sun,warm,breezy,0,0.818,1.0,0.159,0
R12336,U2765,S1,2024-03-02 18:55:00,5,1,0,3,22,sun,mild,calm,0,0.818,1.0,0.089,0
R12337,U1293,S4,2024-05-09 18:11:00,3,0,0,5,21,sun,warm,breezy,0,0.106,1.0,0.081,1
R12338,U1687,S1,2024-05-04 15:19:00,5,1,0,5,42,sun,mild,breezy,0,0.818,0.995,0.16,0
R12339,U2883,S1,2024-03-29 08:46:00,4,0,0,3,33,clouds,warm,breezy,0,0.818,0.981,0.055,1
R12340,U2058,S3,2024-05-24 17:52:00,4,0,0,5,27,sun,warm,windy,0,0.178,1.0,0.238,0
R12341,U2638,S1,2024-01-24 09:34:00,2,0,0,1,25,rain,cold,breezy,0,0.818,0.999,0.204,0
R12342,U2067,S4,2024-06-06 12:47:00,3,0,0,6,37,sun,warm,calm,0,0.106,1.0,0.065,1
R12343,U1572,S3,2024-03-13 22:36:00,2,0,0,3,28,sun,warm,calm,0,0.178,1.0,0.029,1
R12344,U2420,S3,2024-01-09 13:56:00,1,0,0,1,30,sun,cold,calm,1,0.178,0.984,0.007,0
R12345,U2295,S1,2024-06-27 06:57:00,3,0,0,6,46,sun,warm,calm,0,0.818,1.0,0.022,1
R12346,U2736,S4,2024-05-19 08:14:00,6,1,0,5,30,sun,warm,calm,0,0.106,0.962,0.043,0
R12347,U1622,S1,2024-05-26 17:20:00,6,1,0,5,33,sun,mild,breezy,0,0.818,1.0,0.059,0
R12348,U1118,S2,2024-01-27 07:56:00,5,1,0,1,19,rain,warm,calm,0,0.238,1.0,0.103,1
R12349,U1835,S5,2024-05-15 18:17:00,2,0,0,5,31,clouds,warm,calm,0,0.0,1.0,0.155,0
R12350,U1368,S1,2024-05-05 12:39:00,6,1,0,5,30,sun,mild,breezy,0,0.818,1.0,0.063,1
R12351,U2612,S1,2024-06-11 19:59:00,1,0,0,6,18,sun,mild,calm,0,0.818,1.0,0.021,0
R12352,U1573,S1,2024-03-07 18:44:00,3,0,0,3,31,sun,mild,windy,0,0.818,1.0,0.076,1
R12353,U2638,S4,2024-06-15 07:39:00,5,1,0,6,35,sun,warm,calm,0,0.106,0.956,0.204,1
R12354,U1930,S1,2024-05-07 18:11:00,1,0,0,5,68,sun,mild,breezy,0,0.818,1.0,0.053,0
R12355,U2518,S3,2024-02-15 09:12:00,3,0,0,2,30,rain,mild,windy,0,0.178,0.964,0.05,0
R12356,U2793,S3,2024-02-08 10:12:00,3,0,0,2,26,sun,cold,windy,0,0.178,0.955,0.068,0
R12357,U1396,S1,2024-06-11 12:04:00,1,0,0,6,34,sun,warm,calm,1,0.818,0.968,0.063,0
R12358,U2575,S3,2024-04-26 12:59:00,4,0,0,4,12,sun,warm,breezy,0,0.178,0.959,0.196,0
